name	virus	subtype	length	sequence
78824	HIV-1	01_AE	812
57039	HIV-1	01_AE	895
134719	HIV-1	01_AE	864
134732	HIV-1	01_AE	864
78104	HIV-1	01_AE	1092
78218	HIV-1	01_AE	1096
78117	HIV-1	01_AE	1095
141810	HIV-1	01_AE	1191
126337	HIV-1	01_AE	864
89143	HIV-1	01_AE	1758
34540	HIV-1	01_AE	1497
149397	HIV-1	01_AE	1038
126437	HIV-1	15_01B	864
135499	HIV-1	01_AE	1196
2298	HIV-1	01_AE	1302
143465	HIV-1	01_AE	2967
151100	HIV-1	01_AE	2996
150739	HIV-1	01_AE	2993
78282	HIV-1	01_AE	1065
34506	HIV-1	01_AE	1497
104030	HIV-1	01_AE	867
1466	HIV-1	01_AE	984
96334	HIV-1	15_01B	1152
150937	HIV-1	01_AE	3012
159673	HIV-1	01_AE	1098
159512	HIV-1	01_AE	1098
78198	HIV-1	01_AE	1073
141041	HIV-1	01_AE	1032
1463	HIV-1	01_AE	979
151211	HIV-1	01_AE	2987
141708	HIV-1	01_AE	1191
89152	HIV-1	01_AE	1770
126240	HIV-1	01_AE	1196
106244	HIV-1	01_AE	1765
116774	HIV-1	01_AE	1152
7126	HIV-1	01_AE	1680
136217	HIV-1	01_AE	2978
116832	HIV-1	15_01B	1152
89513	HIV-1	01_AE	1563
119544	HIV-1	01_AE	1059
151074	HIV-1	01_AE	4610
119889	HIV-1	01_AE	1059
116825	HIV-1	15_01B	1152
21262	HIV-1	01_AE	1406
151016	HIV-1	01_AE	3012
136086	HIV-1	01_AE	3012
119038	HIV-1	01_AE	1000
151138	HIV-1	01_AE	3009
141003	HIV-1	01_AE	1035
130377	HIV-1	01_AE	1302
98675	HIV-1	01_AE	1252
126415	HIV-1	01_AE	864
126282	HIV-1	15_01B	864
29538	HIV-1	01_AE	820
78209	HIV-1	01_AE	1088
2263	HIV-1	01_AE	1306
137402	HIV-1	01_AE	864
119672	HIV-1	01_AE	1059
47388	HIV-1	01_AE	1497
106568	HIV-1	01_AE	966
135620	HIV-1	01_AE	1017
1302	HIV-1	01_AE	956
78041	HIV-1	01_AE	1086
102927	HIV-1	01_AE	864
151618	HIV-1	01_AE	4627
77969	HIV-1	01_AE	1077
116773	HIV-1	15_01B	1152
151205	HIV-1	01_AE	3012
151082	HIV-1	01_AE	4619
1798	HIV-1	01_AE	1095
30428	HIV-1	15_01B	834
163702	HIV-1	01_AE	963
2247	HIV-1	01_AE	1302
78337	HIV-1	01_AE	956
106111	HIV-1	01_AE	1787
78247	HIV-1	01_AE	1077
135496	HIV-1	01_AE	1196
150940	HIV-1	01_AE	4721
151322	HIV-1	01_AE	4818
77945	HIV-1	01_AE	1077
151454	HIV-1	01_AE	4723
151439	HIV-1	01_AE	1383
119556	HIV-1	01_AE	1059
79586	HIV-1	01_AE	1060
1443	HIV-1	01_AE	987
150789	HIV-1	01_AE	3006
78245	HIV-1	01_AE	1077
135511	HIV-1	01_AE	1196
1380	HIV-1	01_AE	956
136201	HIV-1	01_AE	2974
62109	HIV-1	01_AE	1301
136170	HIV-1	01_AE	2979
89167	HIV-1	01_AE	1759
674	HIV-1	01_AE	1005
78336	HIV-1	01_AE	956
99727	HIV-1	01_AE	1014
109410	HIV-1	01_AE	864
1440	HIV-1	01_AE	984
106162	HIV-1	01_AE	1783
119874	HIV-1	01_AE	1059
87697	HIV-1	01_AE	864
141004	HIV-1	01_AE	1035
1398	HIV-1	01_AE	957
78107	HIV-1	01_AE	1071
101221	HIV-1	01_AE	1302
1458	HIV-1	01_AE	984
89172	HIV-1	01_AE	1760
60993	HIV-1	01_AE	1038
78003	HIV-1	01_AE	1077
136209	HIV-1	01_AE	2978
126425	HIV-1	01_AE	863
135473	HIV-1	15_01B	1197
89122	HIV-1	01_AE	1762
136088	HIV-1	01_AE	3003
136216	HIV-1	01_AE	2978
34514	HIV-1	01_AE	1497
1716	HIV-1	01_AE	1017
126413	HIV-1	01_AE	864
64701	HIV-1	01_AE	1023
7108	HIV-1	01_AE	1680
109389	HIV-1	01_AE	864
119503	HIV-1	01_AE	1059
149732	HIV-1	01_AE	1038
119730	HIV-1	01_AE	1059
34479	HIV-1	01_AE	1497
126349	HIV-1	01_AE	864
96273	HIV-1	01_AE	1218
1656	HIV-1	01_AE	1017
106152	HIV-1	01_AE	1769
126426	HIV-1	01_AE	864
1311	HIV-1	01_AE	956
119797	HIV-1	01_AE	1059
34510	HIV-1	01_AE	1497
150859	HIV-1	01_AE	4681
29549	HIV-1	01_AE	820
77965	HIV-1	01_AE	1077
116857	HIV-1	01_AE	1152
119036	HIV-1	01_AE	1000
151348	HIV-1	01_AE	4624
1447	HIV-1	01_AE	986
4046	HIV-1	01_AE	1243
109409	HIV-1	01_AE	864
135510	HIV-1	01_AE	1196
140095	HIV-1	01_AE	1142
50796	HIV-1	15_01B	1305
150862	HIV-1	01_AE	3012
136240	HIV-1	01_AE	2837
119029	HIV-1	01_AE	1000
1715	HIV-1	01_AE	1017
78052	HIV-1	01_AE	1071
106174	HIV-1	01_AE	1764
151362	HIV-1	01_AE	3012
119755	HIV-1	15_01B	1059
8624	HIV-1	01_AE	1190
116861	HIV-1	15_01B	1152
131650	HIV-1	01_AE	1223
119546	HIV-1	15_01B	1059
109429	HIV-1	01_AE	864
61018	HIV-1	15_01B	1038
78075	HIV-1	01_AE	1077
1291	HIV-1	01_AE	956
151232	HIV-1	01_AE	3009
116818	HIV-1	15_01B	1152
3908	HIV-1	01_AE	1269
34551	HIV-1	01_AE	1497
1431	HIV-1	01_AE	988
125292	HIV-1	01_AE	1033
126262	HIV-1	01_AE	1196
156306	HIV-1	01_AE	1063
119848	HIV-1	01_AE	1059
126270	HIV-1	01_AE	1201
98604	HIV-1	01_AE	1056
34484	HIV-1	01_AE	1497
34473	HIV-1	01_AE	1497
34489	HIV-1	01_AE	1497
4036	HIV-1	01_AE	1244
141015	HIV-1	01_AE	1035
24962	HIV-1	A1	1269
109364	HIV-1	01_AE	864
4011	HIV-1	01_AE	1259
106180	HIV-1	15_01B	1777
12688	HIV-1	01_AE	1758
1349	HIV-1	01_AE	956
78027	HIV-1	01_AE	1071
2255	HIV-1	01_AE	1281
64710	HIV-1	01_AE	1023
106137	HIV-1	01_AE	1760
137409	HIV-1	01_AE	864
137390	HIV-1	01_AE	864
57062	HIV-1	01_AE	895
1364	HIV-1	01_AE	956
119884	HIV-1	01_AE	1059
78310	HIV-1	01_AE	1071
119860	HIV-1	15_01B	1059
141045	HIV-1	01_AE	1035
151377	HIV-1	01_AE	3012
148853	HIV-1	01_AE	1038
125295	HIV-1	01_AE	1033
156280	HIV-1	01_AE	1063
161660	HIV-1	01_AE	1010
151600	HIV-1	01_AE	2990
151504	HIV-1	01_AE	3009
98605	HIV-1	01_AE	1056
116772	HIV-1	15_01B	1152
136176	HIV-1	01_AE	2973
7104	HIV-1	15_01B	1680
109431	HIV-1	01_AE	864
6199	HIV-1	01_AE	1269
116778	HIV-1	01_AE	1152
119843	HIV-1	01_AE	1059
114599	HIV-1	01_AE	864
79591	HIV-1	01_AE	1060
89729	HIV-1	01_AE	1046
151306	HIV-1	01_AE	3009
142881	HIV-1	01_AE	1056
143472	HIV-1	01_AE	3012
149781	HIV-1	01_AE	1038
109380	HIV-1	01_AE	864
136091	HIV-1	01_AE	3012
150747	HIV-1	01_AE	3012
151041	HIV-1	01_AE	4530
151382	HIV-1	01_AE	3013
141806	HIV-1	01_AE	1191
1337	HIV-1	01_AE	956
98793	HIV-1	01_AE	1058
116845	HIV-1	01_AE	1152
106160	HIV-1	B	1765
1322	HIV-1	01_AE	956
150850	HIV-1	01_AE	4729
151345	HIV-1	01_AE	3012
1382	HIV-1	01_AE	956
151214	HIV-1	01_AE	4750
2307	HIV-1	01_AE	1302
151288	HIV-1	01_AE	4648
151613	HIV-1	01_AE	3012
151461	HIV-1	01_AE	4754
151284	HIV-1	01_AE	3011
151464	HIV-1	01_AE	4809
12702	HIV-1	01_AE	1768
102656	HIV-1	01_AE	860
141047	HIV-1	15_01B	1035
119606	HIV-1	01_AE	1059
78014	HIV-1	01_AE	1076
26882	HIV-1	01_AE	1302
1451	HIV-1	01_AE	984
126350	HIV-1	01_AE	864
42092	HIV-1	01_AE	1093
149875	HIV-1	01_AE	1038
119891	HIV-1	01_AE	1059
161609	HIV-1	01_AE	1011
78324	HIV-1	01_AE	1059
150932	HIV-1	01_AE	3012
77974	HIV-1	01_AE	1090
141807	HIV-1	01_AE	1191
34564	HIV-1	01_AE	1497
82	HIV-1	01_AE	1005
76	HIV-1	01_AE	1035
104048	HIV-1	01_AE	867
119892	HIV-1	01_AE	1059
78059	HIV-1	01_AE	1071
75412	HIV-1	01_AE	1302
89189	HIV-1	15_01B	1752
119518	HIV-1	01_AE	1059
75439	HIV-1	01_AE	1302
29580	HIV-1	15_01B	820
1362	HIV-1	01_AE	956
151091	HIV-1	01_AE	4795
150907	HIV-1	01_AE	4938
1318	HIV-1	01_AE	957
159511	HIV-1	01_AE	1046
102939	HIV-1	01_AE	864
6189	HIV-1	01_AE	1304
10619	HIV-1	01_AE	987
109425	HIV-1	01_AE	863
34568	HIV-1	01_AE	1497
102934	HIV-1	01_AE	864
100551	HIV-1	01_AE	1680
34521	HIV-1	01_AE	1497
151512	HIV-1	01_AE	4904
150997	HIV-1	01_AE	3012
119795	HIV-1	01_AE	1059
151347	HIV-1	01_AE	3012
134741	HIV-1	01_AE	864
151394	HIV-1	01_AE	3011
100479	HIV-1	15_01B	1680
136074	HIV-1	01_AE	2988
119578	HIV-1	01_AE	1059
78323	HIV-1	01_AE	1077
126320	HIV-1	01_AE	864
126443	HIV-1	01_AE	864
126411	HIV-1	01_AE	864
150979	HIV-1	01_AE	3002
119536	HIV-1	01_AE	1059
116801	HIV-1	01_AE	1152
126291	HIV-1	01_AE	864
79533	HIV-1	15_01B	1060
141741	HIV-1	01_AE	1191
119751	HIV-1	01_AE	1059
126393	HIV-1	01_AE	864
30451	HIV-1	01_AE	1302
96298	HIV-1	01_AE	1290
126342	HIV-1	01_AE	864
151515	HIV-1	01_AE	3012
150972	HIV-1	01_AE	3002
76939	HIV-1	01_AE	1145
149314	HIV-1	01_AE	1038
119841	HIV-1	01_AE	1059
126407	HIV-1	01_AE	864
102931	HIV-1	01_AE	858
102911	HIV-1	01_AE	864
78066	HIV-1	01_AE	1077
135618	HIV-1	01_AE	1015
1684	HIV-1	01_AE	1016
135471	HIV-1	15_01B	1196
151162	HIV-1	01_AE	3024
106212	HIV-1	01_AE	1778
1467	HIV-1	01_AE	984
4047	HIV-1	01_AE	1269
141022	HIV-1	01_AE	1035
135444	HIV-1	15_01B	1196
34557	HIV-1	01_AE	1497
126590	HIV-1	01_AE	2831
136054	HIV-1	01_AE	3003
78329	HIV-1	01_AE	956
150784	HIV-1	01_AE	3006
116807	HIV-1	01_AE	1152
104176	HIV-1	01_AE	1709
3093	HIV-1	01_AE	1023
546	HIV-1	01_AE	1005
136066	HIV-1	01_AE	3009
109435	HIV-1	01_AE	863
151170	HIV-1	01_AE	2999
134731	HIV-1	01_AE	863
57045	HIV-1	01_AE	895
1387	HIV-1	01_AE	956
141062	HIV-1	01_AE	1035
141001	HIV-1	01_AE	1035
100508	HIV-1	01_AE	1680
78184	HIV-1	01_AE	1071
78225	HIV-1	01_AE	1088
78293	HIV-1	01_AE	1077
102910	HIV-1	01_AE	864
136052	HIV-1	01_AE	2976
121935	HIV-1	01_AE	1302
119031	HIV-1	01_AE	1000
135639	HIV-1	01_AE	1015
119692	HIV-1	01_AE	1059
119786	HIV-1	01_AE	1059
78050	HIV-1	01_AE	1071
